sentence_id,sentence
1644,"Hindi lang sa acting career naungusan ni Vin ang kapatid na si Aljur , kundi maging sa pagnenegosyo ."
1646,saklap ng pag tama ng tagiliran ko
1647,"Aking kaibigan , pagsusumbat mo'y iyong bawasan , aking damdami'y iyong sinasaktan"
1648,Ngayun lang ako kinabahan sa last day
1649,"At kagaya ng ibang mga YouTuber hindi rin naman naging madali sa una para sa kanya ito dahil marami rin siyang pinag-daanang pagsubok at mga issues sa kanyang piniling karera , pero wala talaga sa bukabularyo ni Ben ang pagsuko ."
1657,Dahil sa Pilipinas ang mga mahihirap ay SUMUSUNOD lamang at hindi bagay to ibabaw .
1661,"Kung , sa iyong paniniwala sa Diyos , palagi mong sinusubukang makita ang mga tanda at mga kababalaghan , kung gayon ang pananaw ng ganitong paniniwala sa Diyos ay mali ."
1662,"Hindi matawaran ang 5 , 555 bilang ng mga tulay na nagawa sa ilalim ng Duterte administration at ilang libong kilometro na mga bagong kalsadang pinakikinabangan na ngayon ng publiko ."
1663,Bakit nung nasaktan ako tinawanan lang ako ng mga kaibigan ko ?
1664,putangina thursday nanaman bukas nakakaumay na pagmumuka ng mga classmates ko
1666,"137 na pinirmahan nito lamang May 24 , 2021 na layuning mapaigting at mapabilis ang paghahatid ng tulong sa mga higit na nangangailangan sa panahon ng pandemya at mga kalamidad sa tulong ng halos lahat ng ahensiya ng gobyerno ."
1667,"Sa sobrang excitement at tuwa ng bata , maaring nakalimutan nito ang autograph para sa ama ."
1671,"Ibinibenta ng grupo ng mga suspek ang Tocilizumab 400mg sa halagang P85 , 000 tatlong doble sa orihinal na halaga nitong Php28 , 830 . 84 , habang ang Tocilizumab 80 mg naman ay ibinibenta ng mga suspek sa halagang P25 , 000 kumpara sa suggested retail price na P8 , 811 lang ."
1673,"wala kami final exam sa isang subject ko , nakokonsensya tuloy ako na hindi gawin yung kaisa-isang infomercial sa subject na 'yon ."
1676,"I hope isa ako sa mapili kaso wala po ako ig ,"
1679,Samahan nawa po sa pagganap ng tungkulin .
1682,Hindi naman pinalampas ni K ang comment ng netizen .
1685,Hindi titigil ang tumuklas .
1687,Lods paano naman yung mga baa na may goda ?
1688,"Kaya sila Apostol Pablo hindi na nagpapagaling sa mga kapatid nila na may sakit kagaya ni Timoteo at Trofimo I Timoteo 5:23 Huwag kang iinom pa ng tubig lamang , kundi gumamit ka ng kaunting alak dahil sa iyong sikmura at sa iyong madalas na pagkakasakit ."
1689,Nagpost ng larawan ang Marinerang Pilipina defense specialist sa Instagram kung saan makikitang litaw ang kanyang taglay na alindog suot ang two-piece swimsuit .
1693,"Ang sinumang nagnanais ng buhay na pangmundo at gayak nito , maglulubus-lubos Kami tungo sa kanila sa mga gawa nila rito habang sila rito ay hindi kinukulangan ."
1694,"Bilang pangunahing sponsor ng Universal Health Care Law , sisiguraduhin niyang mababawasan ang katiwalian sa ating sistema ng kalusugan ."
1696,Nabanggit din ni Moreno na sa Setyembre ay target nilang maabot ang herd immunity sa lungsod .
1699,Abot-abot ang paghingi ng paumanhin ng pamunuan sa hindi pagpigil sa tinaguriang si Poblacion girl na pumuslit sa kanyang quarantine facility .
1702,awit mga kapit bahay ang iingay
1705,Ang dalawa ay kapwa lalaki at deck cadets .
1706,Kaya pare-preho ang lasa nila .
1715,"Dahil dito , umaabot na ngayon sa 26 , 891 ang total COVID-19 death toll sa Pilipinas o 1 . 76 % ng total cases ."
1716,muntik ko ng maibuga ang kape hahaha
1719,"Dalawang araw na karera ang pasisibatin ng MJCI at ilalarga ito sa San Lazaro Leisure Park sa Carmona , Cavite ."
1720,"Hello phinvest , may alam ba kayong pos provider para sa mga retail stores or may idea ba kayo sinong pos provider ng mga 7-11 , Jollibee , etc ."
1723,Isa si Pacquiao sa mga personalidad na bumabatikos sa pagtugon ng gobyerno sa territorial dispute sa China sa isyu sa West Philippine Sea ( WPS ) .
1724,Hindi pa napapapirma ng bagong kontrata si Marc Pingris matapos mag-expire ang dati noong December .
1725,Masarap isipin na Ang gobyerno natin ay may pagpapahalaga sa likas na yaman Ng ating bansa .
1726,"Sa ulat ng TV5 , naghain na ang Kapuso star ng reklamong concubinage sa Department of Justice ."
1727,Kung ganitong prinsipal magdadalawang isip ako parang walang kakampi ang mga bata
1729,"Anila , matapos ang naturang transaksyon ay wala na silang impormasyon sa suspek hanggang nabalitaan na lamang nila na naaresto ito ."
1734,very awkward na sa gmeet namin huhu bakit walang nagsasalita sa kanila
1735,"Sa imbestigasyon , inamin naman ng mga suspek na bago isinugod sa pagamutan ay dinisiplina umano nila ang bata dahil sa nagawa nitong kasalanan , na hindi kaagad natukoy ."
1738,Sana dumami pa ang mga ganyan mga show
1741,"gandang umaga , umuwi ang wonki ko ahahaha ehem heeseung"
1742,"Pagdating naman sa liquor ban , ito ay ipinapaubaya na sa kanya-kanyang LGUs ."
1744,"Kapag meron kang big heart , parang lagi kang grateful sa mga dumadating sa yo , lagi mong iisipin din nga na gawin ng tama , gawin ng maganda ."
1745,Posible ulit na isang miyembro lang sa bawat pamilya ang papayagang makalabas para bumili ng pangangailangan sa dalawang linggong enhanced community quarantine ( ECQ ) sa Metro Manila .
1746,"Iginiit ni Duterte na prayoridad ng pamahalaan ang kaligtasan ng nasa tatlong milyon Pinoy na nasa Middle East , at karamihan ay mga OFW ."
1750,""" Okay lang na masayang ang pera ko , huwag lang ang pera niyo "" Kenny Manalad , January 2021"
1754,"Ang pakikipagsabwatan ng mga tao , panlilinlang , at pandaraya ay pawang mga bagay ni Satanas ."
1756,Hahaha paguwe ito un mga una kong kakainin hays
1765,Ang ganda ng distribution nila sa Ikako ForteCon 1stShow
1767,Hindi kayo magandang influenza sa kapwa kabataan
1768,Paano magsasama-sama sa iisang bubong ang kakaibang pamilyang ito ?
1771,Malaking kahihiyan kay Duterte at malaking sampal sa kanyang gobyerno ang award ni Rizza .
1772,Tinamad ako gumawa ng Gmail Kaya donate niyo nalang sakin Gmail niyo ako na bahala sa pag vote
1773,"Kahit raw anong exercise nito at pagbabawas ng pagkain , hindi pa rin daw ito pumapayat ."
1775,Sinabi ni presidential candidate Ka Leody De Guzman ang mga pangunahing isyung pagtutuunan niya ng pansin sa kaniyang pagharap sa isang forum ng mga tumatakbong pangulo .
1776,"Kaya ayun , nakakabilib na kaya niyang maghintay kahit nasasaktan na siya ."
1777,Masarap talaga ang trip kahit Saan Saan basta kasama si YAMAHA !
1778,dear kuya : pakialagaan po ang mahal namin at wag mo siya iship sa iba !
1781,"Sinabi ng Malacaang na tiniyak sa kanila ni Wang ang pangakong suporta ng China sa Pilipinas sa paglaban sa COVID-19 , ang sakit na nagsimula sa Wuhan , China ."
1782,"Na ang sabihin , kung ano ang nahahayag sa tao ay ang panimulang-batayan ng kung ano ang sinasabi ng Diyos tungkol sa mga pagkaintindi ng mga tao , at sa gayon , ang mga tao ay naglilingkod sa mga pagbigkas ng Diyos ."
1783,"pera ng taxpayers o taong bayan iyan , ano ?"
1785,At ang istorya ay gumaganda .
1788,BASAHIN : Taong 2018 nang ibinahagi niya na ikinakatakot niya ang kanyang sitwasyon .
1789,Feeling ko magkakasakit ako sa puso .
1790,Nag-viral kamakailan sa social media ang kuwento ng isang retiradong guro na hindi umano pinapasok sa showroom ng isang car company dahil sa hitsura nito .
1792,mga simpleng bagay na lang nagpapasaya sa akin ngayon
1793,blue ang ulap pero umuulan
1794,ayha pagyd nagka signal mao ng baha ang story pasensya
1796,"hindi ko kailangan iexplain yung sarili ko sa kung ano yung narinig ko , hindi ko hahayaan mainvolve ako sa mga issues niyo"
1797,Kaugnay ng implementasyon ng alert level system ang pagpapatupad ng granular lockdown sa mga lugar lamang na kontaminado ng COVID-19 .
1798,"Paglaya ni Rose , susubukan niyang magsimula ulit at buoin ang mga bagay na nawala sa kanya , isa na rito ang paghahanap sa kanyang anak na binatilyo na ."
1800,Kaway kaway sa mga nandito since 20k subs palang
1802,Excited akong pumunta ng watson's para makapag window shopping at kapagka may kunting extra na ako dun na ako bibili ng make up .
1803,Ako daw magisa bumili ng supplies ko
1806,Sobrang nakakagaan ng pakiramdam mga vlogs mo .
1807,Sino nagpapa-adopt ng cat ?
1808,Bibihira lamang ang ganitong halaman kaya bawal itong kunin mula sa mga kagubatan .
1810,Ano sabi mo nakakahiya siya ?
1812,Hirap talaga magtagal sa isang relasyon
1816,"Samantala , nakapagtala rin ang DOH ng 25 , 146 pasyente na gumaling na mula sa virus sanhi upang umabot na sa 2 , 561 , 248 ang total COVID-19 recoveries sa bansa o 95 . 4 % ng total cases ."
1817,until now nga naiiyak parin ako kahit mag 7 yrs na ngayong taon .
1819,Mas madalas ring mamataan si KC kasama ang mga kapatid nito sa side ng kanyang ama na si Gabby Concepcion base sa mga nagdaang vlogs nito .
1822,Ikinuwento rin ng OPM artist na nag-propose siya sa kanyang partner nung taon ding iyon nang magbakasyon sila sa isla ng Siargao .
1825,"Kumpara sa impiyerno , mas matinding ginagawang tiwali ni Satanas ang Hades ."
1831,"Ang namayapang asawa ni Robredo , si Jesse Robredo , ang isa sa mga unang itinalaga ni Aquino sa kanyang gabinete pag-upo niya sa Malakanyang noong 2010 bilang kalihim ng Department of the Interior and Local Government"
1832,pati mga bata nalason ang mga isip .
1834,Itutuloy ko paghahanap ng mga authors mamaya .
1836,May ibat ibang mga nota ang bawat butas .
1838,Sabihin mo sa amo mong si Edge na huwag harangin ang mga exINC na dumadalaw sa blog niya .
1842,Pero totoo sobrAng ganda ng Kundiman .
1843,"Bukod pa ito sa naunang P600 , 000 patong sa ulo ng mga gun men na sina Rico Reyes at Narciso Santiago ."
1844,Gagi nakalaru ko kaya ako yung lumabas sa Gabi na umulan
1848,Sinong gustong ibalik ang martial law para maging mas happy ang mga pulis ?
1852,Well kung ako naman sasagot dyan sa Biblia na mismo at kayo nang bahalang umintindi .
1853,"In fairness , ang daming kinilig sa challenge na ito na nagsasalamin sa masayang lovelife ng dalawa ."
1854,Kaso ipaglalaban ko kung ano ang tama .
1855,"Ayon naman kay , we love chin po sobra kaya ipagtanggol po namin siya sa mga bashers niya na Marites lang ."
1858,"Isang 30-anyos na buntis ang nasawi makaraang sumemplang ang sinasakyang motorsiklo dahil sa gulong na iniwan sa kalye ng isang lasing sa Pasuquin , Ilocos Norte ."
1859,"Sa nasabing bilang , 1 , 722 ang aktibo pang kaso ."
1860,"bahala ka sa buhay mo math , baket ako pa nagaayos ng problema mo"
1865,"Nabanggit ng senadora na ang kinikilalang real estate business ng kanilang pamilya ay nagsimula lamang sa maliit na sand and gravel company , kayat batid niya ang potensyal ng mga maliliit na negosyo"
1866,"Nakakainggit maging bata , ako ngayon malapit na gumraduate ng SHS hindi pa rin alam ang balak sa buhay ."
1867,"Hindi na mabilang sa daliri ang mga parangal na natanggap niya , kabilang ang National Book Awards mula sa National Book Foundation , at ang prestihiyosong Carlos Palanca Memorial Awards ."
1875,"Last gifts na natanggap ko sa kanya kasi nga alam niya "" kulambo is life "" HAHHAHAHAHA"
1876,Sinuportahan nya ang mga maling pamamalakad ng gobyerno .
1878,ito na ba ang twitter bardugalan
1879,Dapat lahat tayo iisa ang layunin .
1881,Samantalang ginawang circus ang pag-file ng CoC at idadaan na naman sa last-minute replacement .
1882,I'm not joking nawawalan ako ng gana sa lahat HAHAHA
1883,Grabe pang teleserye sa teleserye ko lang napanood ang ganito
1886,Tama ang ginagawa ng magkakapatid .
1887,Ako lg ba ang naniwalang si Cnine panalo dito ?
1888,Ngunit ito ay mula sa Israel na Aking nilisan at mula roon na Ako ay dumating sa Silangan .
1889,"Tuwang tuwa kayo na pinapahiya ang iba , pero kayo rin naman gumagawa ."
1891,tumatanggap ba kayo ng sama ng loob pambayad ?
1892,Nakakadalawa pa lang si Erwan sa pagbubuhat ay nanginig na ang braso niya at hindi na nakayang itaas ang pangatlo .
1893,"Kung nakatamo ka na ng kaunting liwanag mula sa nakapaloob sa salita ng Diyos at nadarama mo na ang tunay na kabuluhan ng salita ng Diyos , kung maipapahayag mo kung ano ang kalooban ng Diyos na nasa mga salitang iyon at kung ano ang sukdulang makakamit ng mga ito , sa sandaling malinaw na ang lahat ng ito bilang pagkakaroon ng kahit paanoy pagkaunawa sa salita ng Diyos ."
1894,Marami cases sa babae ang ganyan di ka nagiisa .
1898,ng maayos ulitin mo pa nawawalan nako ng respeto sayo .
1901,"Nitong Martes ng madaling araw , kinumbinsi ni Robredo ang mga tagasuporta nito na kumalma lang kasabay ng pagpapasalamat sa naging kontribusyon ng mga ito sa kanyang kampanya ."
1903,"Nagsalita ang Diyos , Nagdadala Ako ng pagsunog , nagdadala ng poot , nagdadala ng lahat ng sakuna ."
1904,"Keber na rin sila sa mga naninirang-puri , pero hindi rin nila gagawin ito ."
1906,Tama hwag isiksik ang sarili sa taong ayaw saiyo dahil walang tahimik na buhay pagganyan
1907,Sa mga namumuno talaga ako may problema .
1909,Sana hindi maging madamot ang pagkakataon sa akin .
1910,"Lord , kahit di na ko manalo basta kasama ako sa five persons na mananalo ng $10k !"
1911,"Kahit na Siya man ay gumagawa sa Israel o sa Tsina , kahit na ang gawain man ay isinasakatuparan ng Espiritu o ng katawang tao , ang lahat ay ginagawa ng Diyos Mismo , at hindi magagawa ng kahit na sino ."
1912,Sana magkita tayo sa personal gusto kopo kayo makita support po ako sa mga vlog mo palagi po ako nano nood ako sa vlog mo sana mapansin moto
1913,Pero over all kahit maliit lang ang venue ng bahay ninyo naging maganda ang outcome ng wedding .
1914,"Mother , hindi na naman nila bobonggahan ang support diyan ."
1915,Pangalawa naman si Moreno na pinili ng 14 % ng respondents .
1916,Nagmanifest pa ako ng birthday dilig pero vaccine yung nakuha ko ang saya
1917,Wag maingay mga ginawang AI ng bren .
1918,"Nakalikom si Gomez ng two points , kasalo niya sa No ."
1919,Naawa ako kay nic pero at the same time natatawa ako hahahahha ang demonyo ko namang friend
1920,"Walang-pangingimi niyang isinantabi ang Diyos , at inilalayo Siya , kung saan hindi Siya papansinin ng tao , lubhang natatakot na kukunin Niya ang kanilang pansin , at takot na takot na ang bukal ng buhay na tubig ng Diyos ay makakaakit sa tao , at makakamit ang tao ."
1923,Wala kayo talagang kakayahang kontrolin at pagbulay-bulayin ang inyong sarili .
1924,"Naaliw ako , nakakatawa kayong 4 , Gv talaga"
1927,Binigyan napo kami ng palugit ng inuupahan namin .
1929,"Kung hindi kami nagkakamali , ito ang kauna-unahang pagkakataon na sasabak ang aktor sa isang May-December love affair kung saan ang karakter niyang si Conrado ay mai-involve sa babaeng kaibigan ng kanyang anak na gagampanan nga ni Ayana na una namang napanood sa Vivamax original movies na Pornstar 2 at Siklo ."
1931,"Ang role daw niya sa kampanya ay pag-entertain sa mga tao sa pamamagitan ng pagkanta , o kaya naman ay pagsasalita at panghihikayat na iboto ang kaniyang mister sa highest position in the land ."
1932,Binasag na ni Jennylyn Mercado ang kanyang pananahimik sa isyu ng health condition at pregnancy issue sa kanya .
1934,Nag iipon naman ako pang placement fee kaso wala pa sa kalahati ang naiipon ko Wala din akong family relatives na gustong tumulong sakin para mag sponsor .
1935,"Kakampink , katropa mo ako dito sa !"
1937,"Bukod sa logistic cost , sinabi ni Drilon na maaaring magkaroon ng korapsiyon kung ibibigay ang pera nang direkta sa mga lokal na opisyal ."
1940,Pano po sumali sa inyo kuya khent sana po makasama ako
1941,"ay wag ganon , poster ako baka pagsisihan mo"
1942,Ninong anong mga recipe nyo para sa tamad at ayaw maghugas
1943,"Sa sinabi palang niya na "" ang administrasyon ang nag desisyon na tumakbo siya is sobrang babaw na ng rason ."
1944,"Yung mga pumalit kasi at nagpatanggal sa pwesto ni ExPresiidentMarcos puro magnanakaw at ganid sa salapi , kaya superpower ang mga oligarko dito sa . pilipinas"
1945,Sana maupload na ibang ep ang ganda talaga
1946,Instrument kayo ng Lord para matulungan ang mga kapwa Pilipino .
1947,"Sinabi ni Claudine na mahal niya ang mga ito , at it makes her sad na naiipit ang mga bata sa kanilang away ."
1948,"Nakaka good vibes , ang sya ."
1950,Nang bumula ang bibig ng jumping lason mah dudes !
1951,"Nasa kabuoang 3 , 924 naman ang mga gumaling ."
1952,"sa gdm namin , hindi pwedeng wala kang typo , kapag walang typo tanggal HAHAHAHA"
1955,may balak ulit ako mag-drop !
1956,"Ilan bang tao , sa pagkatagpo sa sarili nilang lugar sa liwanag , ang nakakadama ng biglaang matinding kirot sa puso at napapaluha dahil sa kanilang mahabang mga taon ng kalungkutan ?"
1957,"Ang hirap , puro ka dede wala kanamang utak"
1958,Nanghihingi ng kiss sa chat
1960,Ngayon na lang ulit ako nanood ng vlog
1966,"Sa oras na ito , inilalaan sa Akin ng lahat ng tao ang pinakamainam sa kanilang mga sarili ."
1970,Nakakasawa na itong balita na to napakadaming problema ng bansa para ikaw ng ikaw pagtuunan pansin !
1971,Tugon ito ng Palasyo sa hirit ng Commission on Human Rights ( CHR ) na itigil ang sexist at misogynistic joke nito sa mga kababaihan .
1973,"andami niyong sinirang ngipin , dahil diyan sa pag hoard niyo ng milyon-milyon na baryang iyan ."
1974,nakakakilig sana kayo ang magkatuluyan
1975,Naubos ko sa isang upuan
1976,grabe ang saya ko sa panaginip ko kahit papaano nayakap kita
1977,"Kung feeling niyo nagbago o lumayo man siya , part yun ng pinagdaraanan niya ."
1979,"Ayaw mo ng broken family , ayaw mong lumaki ang mga anak mo na walang ama ."
1980,Walang bibiyahe kung hindi papatulan ang sobrang mahal ng s8ngil .
1982,Parang ang saya diyan tumira hehe
1983,"tsismoso talaga tong mga to , pag nag-story ako ng kung anu-ano , konti nagvi-view ."
1984,2 am ako natulog e gising ng 5am buti gumagana utak ko sa pagsasagot
1985,The fact that andami mong inuuna kesa makinig sa mga sinasabi ko tapos maya maya ako nanaman pag iinitan mo ng ulo
1986,Yung ginawa pa akong judge ng dance bago ipost sa tiktok
1992,Sinabi ni Guiagui na sinimulan nila ang pagsasara sa mga kalsada na maaaring daanan ng mga deboto simula pa noong Biyernes kaya tiyak nila na walang makakalusot .
1993,Sana sa susunod na mga taon mapanood pa kita .
1994,At opposition talaga ako sa mga taong ang kakapal ng mukha tumakbo wala namang ginawa kundi maging pulpulitiko .
1995,Instant trending sa social media ang dalawang player dahil sa kanilang vintage performance para tulungan ang Lakers na masungkit ang panalo sa iskor na 126-114 .
1996,So bakit niyo pinipilit gibain siya .
1998,"Dapat malaman ng mga tao , sa pamamagitan ng pagkilala sa saloobin ng Diyos , kung paano nilang malalaman ang disposisyon ng Diyos at mauunawaan nang paunti unti ang Kanyang puso ."
2000,"Hindi nababawasan ang sakit , mas lalo lang tumitindi sa pagdaan ng araw ."
2001,"Kaya , sinasabing madaling maniwala ang tao basta may bahid ng karangyaan ."
2004,Pass sa mga marcos apologists though .
2006,"Kung hindi mo malinaw na nalalaman ang gawain ng Diyos , magiging negatibo ka ; ito ay dahil ang gawain ng Diyos ay makikita lamang sa iilang tao ."
2007,Inamin ni Health Undersecretary Rosario Vergeire na matumal pa rin ang aplikante para sa health workers sa ilalim ng emergency hiring program ng Department of Health ( DOH ) para tugunan ang kakapusan sa frontliners sa panahon ng pandemya .
2010,Ang layo ko na kay God kaya siguro hindi n ako masaya sa buhay ko .
2012,"Ang ipon , maliit man o malaki , ay siguradong makatutulong sa mga biglaan o hindi inaasahang gastusin ."
2015,Ang lakas ng loob ipasara ang abs-cbn pero mas malupit pa Pala ang ginagawa nya lalo na sa mga bata at sa diyos
2017,"Ang dramatic ng "" OH MY GODDDD "" ko habang nagbabasa ng double rainbow tapos hindi pala ako naka mute sa zoom shutaaaaaaa 16 sections ng univ yung nandito ?"
2018,PS hindi po ako ikakasal .
2021,"Sa ulat ni PSSgt Albert Badocdoc , ng Bacoor City Police Station , alas-3:00 ng hapon nang pasukin ng mga suspek na armado ng patalim ang bahay ng biktima ."
2022,Grabeng laki ng sama ng loob ko kada reply at sagutan sa mga dds at marcos apologist .
2028,"Base sa video post ng netizen na si na naka-tag pa si Angel , Yung bigla siyang lumapit sa tatay ng isang baby kasi naririnig niyang umiiyak ."
2029,"Paliwanag ng dating health secretary , kung matitiyak ng pamahalaan na mabibigyan ng financial assistance ang government hospitals ay maaari itong gawing pagamutan na para lamang sa mga COVID-19 patients upang ma-maximize ang resources nito ."
2030,"Sa inisyal na imbestigasyon , madulas umano ang kalsada kaya nawalan ng kontrol sa sasakyan ang driver ."
2031,Matatandaang dalawang beses na ipinagpaliban ang pagbawi sa VFA matapos ihayag ng pangulo na puputulin na ang kasunduan sa Amerika dahil hindi umano ibinibigay ang dapat na matanggap ng Pilipinas batay sa nakapaloob sa Mutual Defense Treaty .
2032,"inexpose ko ang aking sarili sa account na ito , hindi kasi nagchecheck"
2033,umagang-umaga binabadtrip ako e tama bang ihulog yung cellphone ko ng sadya ?
2034,Habang sinusulat ito ay mainit ang balita na gusto siyang kunin ng grupo ni Villar .
2035,BBmSARA sure na pagbangon ng Pilipinas .
2037,Wala na kayong magawa mga dilawan !
2038,6:18 di na kinaya ang Tigil Tikol kaya pinutol nalang .
2039,Oo babagsak na ako sa sakit Ng ulo ko
2043,magbalik loob na ata ako sa pagbike kaso wala akong kasama mabilis pa naman ako mawala
2044,"sino pwede ispoil sa part 101 ng rtr , paunahan nalang"
2045,"Bilang bumubuo ng iisang Katawan na ang ulo ay si Kristo at tayo ang mga bahagi , hinihikayat tayo na magpakabuti , magpakabanal , at kilalanin ang ating dignidad bilang mga anak ng Diyos , pati narin ang angking kabanalan ng ibang tao bilang mga nilalang ayon sa imahen ng Diyos ."
2046,Mga bata for now marunong din mag gawa gawa ng salita .
2047,ano ibig sabihin ng libog in tagalog ?
2049,Mainit na kape sa umaga
2051,Sino po ang g magpakain ng pepe sakin ?
2052,"isa lang ang masasabi ko , tangina mo hanz"
2054,Naniniwala ako sa multo sa paranormal expert hindi
2055,"Grabe luha ko , ramdam ko ang sobrang pagmamahal nyo sa isat isa"
2056,Nalubos ang napakagandang salita ng Panginoon mo sa mga anak ni Israel dahil nagtiis sila .
2059,"Matapos pabagsakin ito ng Diyos sa hangin , hindi na Niya ito binigyan ng pansin at nagsimulang iligtas ang sangkatauhan at isagawa ang Kanyang sariling gawain , sa kabila ng patuloy na panliligalig ni Satanas ."
2060,Gayundin umano ang nangyari sa isang foreman sa bayan ng Pavia .
2063,need natin talaga umiwas sa mga budol nating frennies .
2064,Ipinaliwanag nito na hindi lamang sa loob ng isang oras dapat bigyan ng pahinga ang mundo kundi dapat ito ay gawin oras-oras bilang pagpapakita ng patuloy na pakikipag-ugnayan at pagmamalasakit sa ating nag-iisang tahanan .
2066,Talagang nagkakamali pa sa chords ?
2067,ikaka haba ba ng buhay niyo yan ?
2070,Kaya bang manatili ng mga lumang bagay ?
2075,Matatandaang umabot na sa danger level o nasa 21 . 9 meters ang water level ng Marikina River bandang 9:37 Huwebes ng umaga .
2076,pag nag-papa Poll Vote ang malalaking Pages sa FB grabe laging Landslide si Lugaw sa kangkungan !
2081,Tandaan na sa ating mga boto magmumula ang mga minimithing pagbabago .
2082,"Kuwento ng anak ni Bossing Vic Sotto , isa siyang masamang tao noong teenager pa lamang siya at maraming pagkakataon daw na maaari siyang mamatay dahil sa mga pinaggagawa niya ."
2083,Nagagalak akong malaman ang hinaharap ng mundo naway makaligtas ang iba
2085,Naghain ng resolusyon si Senator Leila de Lima para sa pagpapahayag ng Senado ng pakikiramay at pakikidalamhati sa naiwang pamilya ng yumaong dating Pangulong Benigno Noynoy Aquino III .
2086,"Sa kanyang caption , mababasa na 20 weeks o limang buwan na siyang nagdadalang tao at inaasahang masisilayan na ang kanilang baby sa huling buwan ng 2020 ."
2089,"Ngunit habang tumatagal , makalipas ang mahigit isang daang taon , lumagpas pa dito ang kanilang layunin ."
2093,Pinatay niyo na sana ako
2094,Tumambad ang duguang katawan ng lalaki na wala nang buhay habang mabilis na lumakad paalis ang hindi pa nakikilalang salarin .
2095,Sayang paborito ko pa naman siya at dito ako lumaki well 90s kid ako lalo na pinanunood ko yung magandang gabi bayan
2101,"Pinakilig na naman ninyo ang fans sa buong mundo , nakatutok na sila kung ano pa ang ipakikita nyo sa year 2022 ."
2104,"Habang nagpapaatras , hinawi niya ( Cu ) ang isang wire ng ISECO ngunit bigla nang nangisay ang Tsinoy ."
2105,Pumunta pa ko sakanila ngayon para lang bumili ng breakfast sa 711 oh
2109,Grabe may mga babae palang ganyan pumapayag na ibaba ang pagka babae nila para lang sa lalaki
2113,hindi ko na kasalanan kapag nagpakalulong ako sa lungkot tonight ha
2114,Nagpasirko-sirko sa hangin ang amoy ng tsamporado .
2115,"Dahil sa dumaraming kaso ng COVID-19 sa bansa , hinimok ni Gordon ang publiko na magpasuri kaagad para sa maagang pagtukoy ng virus upang maiwasan ang pagkalat ."
2118,"Ayon sa binatilyo , bukod sa pananakit , pinagbantaan din daw sila kagawad na papatayin ang isang kasamahan nila ."
2119,akala ko talaga ang tahimik lang natin kanina hahahaha ang konti lang natin eh .
2121,Wala akong naririnig na naghihingi ng answer chos lods di ko na yan matandaan bobo ako baka nakalimutan mo
2122,Iniipit nyo ang mga taong hindi kasama sa mga botohan ninyo .
2124,Ang average na taunang temperatura ay sa paligid ng .
2127,"hindi po , kaya matulog ka na ."
2128,Kahit sa maliit na bagay masaya na siyaaa .
2131,oras naba para mag aral ng mabuti ?
2132,Sasabihin ng Diyos : Napakamanhid ng taong ito at napakalalim na ng kanyang pagkatiwali .
2134,Hindi ba sila ang mga uri ng tao na laging sinasamahan ng Aking kaluwalhatian ?
2135,sana kumain ka na ng lunch .
2139,"Ibig sabihin , ginagawa Niyang perpekto ang matatalinong dalagang iyon na nagbalik sa Kanya matapos marinig ang Kanyang tinig at dadalhin sila sa kaharian ng Diyos ."
2140,Byudo na si cardo sana makakita uli siya ng bagong mamahalin at makakasama habang buhay .
2141,Unang yugto pa lamang ay pinatikim na ng Korea ang kanilang bagsik makaraang makapuntos sa ika-apat na minuto hatid ni Cho So-Hyun .
2142,Ilegal ito dahil iilang tao lang ang nagtatamasa ng limpak-limpak na salapi at walang ganansiya ang gobyerno .
2143,"Taong 1456 , makalipas ang tatlumput limang taon , muling pinabuksan ng Santo Papa ang kaso ng Maid of Orleans at nabaligtad nga ang sentensiya sa kanya sa pagsasad na ito ay tainted by fraud , calumny , iniquity , contradiction , and manifests errors of fact and of law ."
2144,Ang suhestiyon ni Villafuerte ay kadalasang ginagawa sa mga bangkaroteng kompanya na murang nabibili ng mga kapitalista dahil nalugi na ang mga may-ari .
2146,Taenang paglagay ng tubig yan nong Hahahahaha
2147,Nagpatawag ng biglaang press conference ang PBA kahapon para basagin ang balitang may go-signal na si Kiefer na maglaro sa Shiga Lakestars pagkatapos ng Philippine Cup .
2149,Yung tipong sasabihan ka ng ganon .
2151,Tamang pa hangin nanaman ako sa bulacan nakaka stress sa paranaque
2152,"Papano nyo ipapaliwanag ang mga Raja , Lakan at Datu ?"
2153,"Inihahanda na ngayon ng mga opisyal ng barangay ang mga tent at pagkain na kanilang ibibigay sa mga apektadong residente , na pansamantala munang manunuluyan sa covered court sa nasabing barangay ."
2154,"Agad na ipinadala ang video sa pulisya , at nadiskubre ng mga awtoridad na kabilang ang lalaki sa watchlist ."
2155,"Madali ba para sa lahat ng bagay na ito na matamo ang isang kaugnayan ng pagtutulungan , ng palitan ng tulong at paghihigpit , ng pagkakaugnay-ugnay ?"
2161,"Sa kasalukuyan , ang Aking Espiritu ay kumikilos sa buong lupa , nagtatakda ng mga bilang sa lahat ng uri ng tao , nagmamarka ng ibat ibang tanda sa bawat uri ng tao , upang ang kanilang mga ninuno ay matagumpay na magabayan sila pabalik sa kanilang mga pamilya at hindi Ko na kailangang patuloy na mag-alala sa kanila , na masyadong nakakaabala ; sa gayon , hinahati Ko rin ang pagpapagal , at ipinamamahagi ang mga pagsisikap ."
